Timestamp,Asset_ID,Asset_Model,Asset_Type,Location,uplink,L1_Numeric_Val,L2_Error_Frames,MAC_Table_Count,Link_Flaps,RSSI,SNR,L3_Latency_ms,DPI_Latency_ms,L7_App_Response_ms,Protocol_Conversion_Time,Env_Temp_C,RF_Noise_dBm,Scenario_Type,AI_Risk_Assessment,Anomaly_Score,Root_Cause,Confidence,Severity,Root_Cause_Original,Is_Cascading_Failure
2025-12-07 23:27:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,0,164,0,0,-62,20,107.3,0,304.6,0,24.8,-82,DDoS_Attack,CRITICAL_RISK,-0.04946077629839973,CONFIG: WLAN Configuration Issue - Good Signal but High Errors,MEDIUM (65%),CRITICAL,CONFIG: WLAN Configuration Issue - Good Signal but High Errors,False
2025-12-07 23:29:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,1,8,0,0,0,0,8.8,0,56.6,0,30.1,-88,Normal,Stable,0.2117941630930435,None,N/A,NORMAL,None,False
2025-12-07 23:30:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,1,9,426,0,0,0,22.2,27,37.0,0,27.0,-70,Normal,Stable,0.04983751287901894,None,N/A,NORMAL,None,False
2025-12-07 23:32:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,51,23,0,0,0,0,25.0,0,101.6,0,62.5,-88,Progressive_Wear,Stable,0.14073007280625244,None,N/A,NORMAL,None,False
2025-12-07 23:33:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,0,30,399,0,0,0,57.4,24,137.2,0,42.6,-57,RF_Interference,Stable,0.016608664437380294,None,N/A,NORMAL,None,False
2025-12-07 23:35:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,41,19,0,0,0,0,25.7,0,85.9,0,64.9,-91,Progressive_Wear,Stable,0.1384806016773532,None,N/A,NORMAL,None,False
2025-12-07 23:36:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,3,0,0,0,0,0,14.5,0,82.5,0,33.6,-77,Normal,Stable,0.21598771259014793,None,N/A,NORMAL,None,False
2025-12-07 23:38:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,1,0,0,0,0,6.4,0,88.4,45,44.0,-76,Normal,Stable,0.14893355130617664,None,N/A,NORMAL,None,False
2025-12-07 23:39:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,35,5,0,1,0,0,39.7,0,113.8,0,58.5,-82,Progressive_Wear,Stable,0.11848708660678958,None,N/A,NORMAL,None,False
2025-12-07 23:41:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,34,9,0,4,0,0,40.2,0,98.1,0,53.1,-91,Progressive_Wear,Stable,0.06201299746001887,None,N/A,NORMAL,None,False
2025-12-07 23:42:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,0,61,0,0,0,0,71.4,0,137.0,0,43.4,-47,RF_Interference,Stable,0.09564454762150515,None,N/A,NORMAL,None,False
2025-12-07 23:44:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,0,2,0,0,0,0,8.2,0,74.1,0,28.7,-86,Normal,Stable,0.2114524520592415,None,N/A,NORMAL,None,False
2025-12-07 23:45:56,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,4,5,0,0,0,0,21.3,0,48.6,0,44.6,-74,Normal,Stable,0.20783607885784028,None,N/A,NORMAL,None,False
2025-12-07 23:47:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,1,8,0,0,0,0,16.1,0,44.3,0,42.0,-72,Normal,Stable,0.20543226973172896,None,N/A,NORMAL,None,False
2025-12-07 23:48:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,3,8,0,0,0,0,14.8,0,88.6,23,28.6,-79,Normal,Stable,0.1922139586841229,None,N/A,NORMAL,None,False
2025-12-07 23:50:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,0,3,0,0,0,0,17.7,0,44.6,0,40.7,-91,Normal,Stable,0.2037356254498104,None,N/A,NORMAL,None,False
2025-12-07 23:51:56,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,1,0,0,0,0,23.1,0,64.2,0,37.6,-73,Normal,Stable,0.21202308027877914,None,N/A,NORMAL,None,False
2025-12-07 23:53:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,0,0,0,0,0,23.0,0,79.3,0,33.8,-84,Normal,Stable,0.21767152824037234,None,N/A,NORMAL,None,False
2025-12-07 23:54:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,6,0,0,0,0,20.6,0,83.3,0,28.9,-84,Normal,Stable,0.21859380355557356,None,N/A,NORMAL,None,False
2025-12-07 23:56:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,48,9,0,0,-50,40,44.3,0,135.1,0,61.2,-90,Progressive_Wear,CRITICAL_RISK,-0.00956159609250562,PHYSICAL: Thermal Degradation - Monitor Temperature,MEDIUM (65%),HIGH,PHYSICAL: Thermal Degradation - Monitor Temperature,False
2025-12-07 23:57:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,3,4,0,0,0,0,22.3,0,79.8,0,43.1,-74,Normal,Stable,0.21154745807395148,None,N/A,NORMAL,None,False
2025-12-07 23:59:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,0,0,0,0,0,9.4,0,73.7,0,37.5,-80,Normal,Stable,0.21530456684282873,None,N/A,NORMAL,None,False
2025-12-08 00:00:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,4,2,0,0,-69,10,13.0,0,43.2,0,40.5,-74,Normal,Stable,0.08099599515978478,None,N/A,NORMAL,None,False
2025-12-08 00:02:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,33,12,0,3,0,0,23.5,0,129.9,0,54.2,-95,Progressive_Wear,Stable,0.08078783344463902,None,N/A,NORMAL,None,False
2025-12-08 00:03:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,0,5,376,0,0,0,20.7,23,66.8,0,44.6,-72,Normal,Stable,0.08489695359185578,None,N/A,NORMAL,None,False
2025-12-08 00:05:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,0,0,0,0,0,5.0,0,94.2,54,42.5,-82,Normal,Stable,0.1373229027456362,None,N/A,NORMAL,None,False
2025-12-08 00:06:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,90,14,0,0,0,0,43.5,0,163.8,0,79.8,-93,Heat_Wave,Stable,0.05037412528481844,None,N/A,NORMAL,None,False
2025-12-08 00:08:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,3,3,0,0,0,0,18.3,0,60.1,38,41.2,-86,Normal,Stable,0.17935462660820273,None,N/A,NORMAL,None,False
2025-12-08 00:09:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,4,6,0,0,0,0,17.3,0,63.2,55,30.5,-90,Normal,Stable,0.1506282799468251,None,N/A,NORMAL,None,False
2025-12-08 00:11:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,5,0,0,0,0,11.4,0,52.2,0,27.2,-75,Normal,Stable,0.21261495757648163,None,N/A,NORMAL,None,False
2025-12-08 00:12:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,7,0,0,0,0,18.2,0,46.1,0,31.8,-90,Normal,Stable,0.21039306669872132,None,N/A,NORMAL,None,False
2025-12-08 00:14:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,7,0,0,0,0,11.2,0,74.0,0,28.4,-74,Normal,Stable,0.20557643949291188,None,N/A,NORMAL,None,False
2025-12-08 00:15:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,2,8,237,0,0,0,13.3,30,61.1,0,26.1,-81,Normal,Stable,0.08322695072773656,None,N/A,NORMAL,None,False
2025-12-08 00:17:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,1,6,0,0,0,0,22.9,0,83.0,0,32.4,-95,Normal,Stable,0.2009413998696966,None,N/A,NORMAL,None,False
2025-12-08 00:18:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,87,22,0,6,0,0,31.7,0,157.5,0,69.4,-94,Heat_Wave,CRITICAL_RISK,-0.006038698244957064,PHYSICAL: Thermal Stress on Switch Port (Hirschmann),MEDIUM (65%),CRITICAL,PHYSICAL: Thermal Stress on Switch Port (Hirschmann),False
2025-12-08 00:20:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,3,9,0,0,0,0,11.3,0,71.0,0,40.0,-76,Normal,Stable,0.21486886136146938,None,N/A,NORMAL,None,False
2025-12-08 00:21:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,8,0,0,-61,17,22.9,0,76.0,0,38.0,-78,Normal,Stable,0.1206749180310418,None,N/A,NORMAL,None,False
2025-12-08 00:23:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,4,2,0,0,-59,12,14.7,0,41.8,0,38.8,-71,Normal,Stable,0.09660552261733885,None,N/A,NORMAL,None,False
2025-12-08 00:24:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,1,3,0,0,-73,10,7.8,0,37.8,0,27.1,-78,Normal,Stable,0.08011685939126179,None,N/A,NORMAL,None,False
2025-12-08 00:26:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,3,0,0,0,0,13.3,0,39.0,0,25.3,-81,Normal,Stable,0.20985509333435165,None,N/A,NORMAL,None,False
2025-12-08 00:27:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,4,0,0,0,-57,14,12.6,0,26.7,0,39.2,-71,Normal,Stable,0.09254404401563687,None,N/A,NORMAL,None,False
2025-12-08 00:29:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,4,8,0,0,0,0,20.0,0,62.8,0,29.7,-78,Normal,Stable,0.21176170819401918,None,N/A,NORMAL,None,False
2025-12-08 00:30:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,1,54,0,0,0,0,60.4,0,159.6,30,32.2,-53,RF_Interference,Stable,0.09996626774716516,None,N/A,NORMAL,None,False
2025-12-08 00:32:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,0,0,0,0,0,16.8,0,68.2,0,23.2,-83,Normal,Stable,0.2115620931952933,None,N/A,NORMAL,None,False
2025-12-08 00:33:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,2,0,0,0,0,0,11.5,0,53.0,0,23.4,-83,Normal,Stable,0.2098815144365736,None,N/A,NORMAL,None,False
2025-12-08 00:35:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,87,25,0,5,0,0,29.1,0,139.5,0,72.6,-93,Heat_Wave,Stable,0.002991208148756308,None,N/A,NORMAL,None,False
2025-12-08 00:36:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,34,20,0,1,0,0,20.9,0,85.2,0,55.2,-71,Progressive_Wear,Stable,0.11656823536655442,None,N/A,NORMAL,None,False
2025-12-08 00:38:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,6,0,0,0,0,24.0,0,59.9,0,23.8,-77,Normal,Stable,0.20677636002634836,None,N/A,NORMAL,None,False
2025-12-08 00:39:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,74,23,0,3,0,0,39.6,0,166.3,0,68.4,-71,Heat_Wave,Stable,0.04067449139019852,None,N/A,NORMAL,None,False
2025-12-08 00:41:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,2,9,0,0,0,0,12.9,0,69.3,0,43.2,-83,Normal,Stable,0.21112401004598508,None,N/A,NORMAL,None,False
2025-12-08 00:42:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,1,6,0,0,0,0,22.0,0,67.0,0,40.8,-86,Normal,Stable,0.22051998985813986,None,N/A,NORMAL,None,False
2025-12-08 00:44:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,48,18,0,8,0,0,17.1,0,123.3,0,76.3,-84,Heat_Wave,CRITICAL_RISK,-0.0005020732807221595,PHYSICAL: Heat-Induced Port Flapping (Hirschmann),HIGH (85%),CRITICAL,PHYSICAL: Heat-Induced Port Flapping (Hirschmann),False
2025-12-08 00:45:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,0,244,0,0,0,0,131.6,0,238.7,0,40.6,-75,DDoS_Attack,Stable,0.03025707257431154,None,N/A,NORMAL,None,False
2025-12-08 00:47:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,70,25,475,0,0,0,29.5,23,147.3,0,84.3,-71,Heat_Wave,CRITICAL_RISK,-0.017286001559629005,PHYSICAL: Heat-Induced Cable Failure,HIGH (95%),CRITICAL,PHYSICAL: Heat-Induced Cable Failure,False
2025-12-08 00:48:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,4,0,0,0,0,0,9.9,0,70.5,59,41.3,-81,Normal,Stable,0.14728930226900167,None,N/A,NORMAL,None,False
2025-12-08 00:50:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,1,0,0,0,0,12.1,0,41.5,0,20.7,-89,Normal,Stable,0.18308679705522068,None,N/A,NORMAL,None,False
2025-12-08 00:51:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,30,0,0,0,0,28.0,0,166.0,0,37.5,-59,RF_Interference,Stable,0.14834521421566177,None,N/A,NORMAL,None,False
2025-12-08 00:53:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,7,0,0,-50,31,5.3,0,40.4,0,26.0,-81,Normal,Stable,0.07480826518821226,None,N/A,NORMAL,None,False
2025-12-08 00:54:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,2,4,0,0,-64,15,13.5,0,71.5,0,27.7,-79,Normal,Stable,0.12310842909795955,None,N/A,NORMAL,None,False
2025-12-08 00:56:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,1,2,0,0,0,0,8.9,0,31.6,0,31.3,-72,Normal,Stable,0.1994307309715952,None,N/A,NORMAL,None,False
2025-12-08 00:57:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,26,19,0,0,0,0,41.7,0,161.3,73,60.4,-87,Progressive_Wear,Stable,0.04404935694105183,None,N/A,NORMAL,None,False
2025-12-08 00:59:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,0,2,0,0,0,0,11.0,0,76.4,28,22.5,-90,Normal,Stable,0.16042396614217486,None,N/A,NORMAL,None,False
2025-12-08 01:00:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,9,0,0,0,0,22.4,0,60.7,0,21.4,-75,Normal,Stable,0.20175588890765161,None,N/A,NORMAL,None,False
2025-12-08 01:02:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,3,0,0,0,0,10.0,0,76.7,0,27.1,-94,Normal,Stable,0.19486994760662457,None,N/A,NORMAL,None,False
2025-12-08 01:03:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,0,194,0,0,0,0,86.8,0,335.8,0,30.0,-94,DDoS_Attack,Stable,0.005536269880315414,None,N/A,NORMAL,None,False
2025-12-08 01:05:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,34,17,0,2,0,0,35.7,0,104.8,0,51.8,-71,Progressive_Wear,Stable,0.0951843439554968,None,N/A,NORMAL,None,False
2025-12-08 01:06:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,5,0,0,-56,38,24.2,0,38.1,0,34.7,-94,Normal,Stable,0.05563813320955491,None,N/A,NORMAL,None,False
2025-12-08 01:08:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,3,1,0,0,0,0,16.0,0,37.4,0,25.3,-90,Normal,Stable,0.20264607945546487,None,N/A,NORMAL,None,False
2025-12-08 01:09:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,2,0,0,-66,10,19.1,0,56.8,0,34.8,-73,Normal,Stable,0.10564642424534398,None,N/A,NORMAL,None,False
2025-12-08 01:11:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,3,5,0,0,0,0,23.7,0,57.4,0,26.6,-70,Normal,Stable,0.2027169228496783,None,N/A,NORMAL,None,False
2025-12-08 01:12:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,1,1,0,0,0,0,8.3,0,59.5,56,23.7,-94,Normal,Stable,0.12531739354744648,None,N/A,NORMAL,None,False
2025-12-08 01:14:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,4,0,0,0,0,15.0,0,57.1,0,31.7,-87,Normal,Stable,0.2181600938604507,None,N/A,NORMAL,None,False
2025-12-08 01:15:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,3,6,0,0,0,0,6.8,0,81.1,0,42.2,-95,Normal,Stable,0.19282410626728952,None,N/A,NORMAL,None,False
2025-12-08 01:17:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,68,0,0,0,0,70.5,0,132.7,0,34.7,-57,RF_Interference,Stable,0.1275845145048527,None,N/A,NORMAL,None,False
2025-12-08 01:18:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,5,0,0,0,0,21.3,0,103.8,50,42.9,-75,Normal,Stable,0.1551852295203867,None,N/A,NORMAL,None,False
2025-12-08 01:20:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,0,1,0,0,0,0,18.9,0,46.8,0,28.0,-82,Normal,Stable,0.2127477610942261,None,N/A,NORMAL,None,False
2025-12-08 01:21:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,2,147,0,0,-72,13,136.0,0,295.2,0,33.8,-85,DDoS_Attack,CRITICAL_RISK,-0.056747462954369166,SECURITY: Distributed Denial of Service (DDoS),MEDIUM (70%),CRITICAL,SECURITY: Distributed Denial of Service (DDoS),False
2025-12-08 01:23:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,2,1,0,0,0,0,17.5,0,58.6,0,33.6,-84,Normal,Stable,0.21712043349650983,None,N/A,NORMAL,None,False
2025-12-08 01:24:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,72,28,0,0,-47,34,35.9,0,80.0,0,69.1,-81,Heat_Wave,CRITICAL_RISK,-0.022851440137209633,PHYSICAL: Thermal Degradation - Monitor Temperature,MEDIUM (65%),CRITICAL,PHYSICAL: Thermal Degradation - Monitor Temperature,False
2025-12-08 01:26:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,0,5,0,0,0,0,13.2,0,40.1,0,26.0,-78,Normal,Stable,0.20461079730430282,None,N/A,NORMAL,None,False
2025-12-08 01:27:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,71,0,0,0,0,73.4,0,187.2,0,31.5,-50,RF_Interference,Stable,0.09958709835248253,None,N/A,NORMAL,None,False
2025-12-08 01:29:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,182,0,0,-69,14,134.7,0,349.2,0,44.5,-83,DDoS_Attack,CRITICAL_RISK,-0.0852144985768124,CONFIG: WLAN Configuration Issue - Good Signal but High Errors,MEDIUM (65%),CRITICAL,CONFIG: WLAN Configuration Issue - Good Signal but High Errors,False
2025-12-08 01:30:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,4,3,0,0,0,0,15.2,0,76.8,0,39.3,-70,Normal,Stable,0.20560908026609193,None,N/A,NORMAL,None,False
2025-12-08 01:32:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,86,21,0,4,0,0,31.2,0,100.1,0,81.7,-81,Heat_Wave,Stable,0.036303996400647964,None,N/A,NORMAL,None,False
