Timestamp,Asset_ID,Asset_Model,Asset_Type,Location,uplink,L1_Numeric_Val,L2_Error_Frames,MAC_Table_Count,Link_Flaps,RSSI,SNR,L3_Latency_ms,DPI_Latency_ms,L7_App_Response_ms,Protocol_Conversion_Time,Env_Temp_C,RF_Noise_dBm,Scenario_Type
2025-12-07 23:26:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,0,9,0,0,0,0,16.5,0,42.9,0,25.4,-77,Normal
2025-12-07 23:27:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,0,164,0,0,-62,20,107.3,0,304.6,0,24.8,-82,DDoS_Attack
2025-12-07 23:29:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,1,8,0,0,0,0,8.8,0,56.6,0,30.1,-88,Normal
2025-12-07 23:30:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,1,9,426,0,0,0,22.2,27,37.0,0,27.0,-70,Normal
2025-12-07 23:32:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,51,23,0,0,0,0,25.0,0,101.6,0,62.5,-88,Progressive_Wear
2025-12-07 23:33:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,0,30,399,0,0,0,57.4,24,137.2,0,42.6,-57,RF_Interference
2025-12-07 23:35:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,41,19,0,0,0,0,25.7,0,85.9,0,64.9,-91,Progressive_Wear
2025-12-07 23:36:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,3,0,0,0,0,0,14.5,0,82.5,0,33.6,-77,Normal
2025-12-07 23:38:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,1,0,0,0,0,6.4,0,88.4,45,44.0,-76,Normal
2025-12-07 23:39:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,35,5,0,1,0,0,39.7,0,113.8,0,58.5,-82,Progressive_Wear
2025-12-07 23:41:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,34,9,0,4,0,0,40.2,0,98.1,0,53.1,-91,Progressive_Wear
2025-12-07 23:42:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,0,61,0,0,0,0,71.4,0,137.0,0,43.4,-47,RF_Interference
2025-12-07 23:44:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,0,2,0,0,0,0,8.2,0,74.1,0,28.7,-86,Normal
2025-12-07 23:45:56,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,4,5,0,0,0,0,21.3,0,48.6,0,44.6,-74,Normal
2025-12-07 23:47:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,1,8,0,0,0,0,16.1,0,44.3,0,42.0,-72,Normal
2025-12-07 23:48:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,3,8,0,0,0,0,14.8,0,88.6,23,28.6,-79,Normal
2025-12-07 23:50:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,0,3,0,0,0,0,17.7,0,44.6,0,40.7,-91,Normal
2025-12-07 23:51:56,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,1,0,0,0,0,23.1,0,64.2,0,37.6,-73,Normal
2025-12-07 23:53:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,0,0,0,0,0,23.0,0,79.3,0,33.8,-84,Normal
2025-12-07 23:54:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,6,0,0,0,0,20.6,0,83.3,0,28.9,-84,Normal
2025-12-07 23:56:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,48,9,0,0,-50,40,44.3,0,135.1,0,61.2,-90,Progressive_Wear
2025-12-07 23:57:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,3,4,0,0,0,0,22.3,0,79.8,0,43.1,-74,Normal
2025-12-07 23:59:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,0,0,0,0,0,9.4,0,73.7,0,37.5,-80,Normal
2025-12-08 00:00:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,4,2,0,0,-69,10,13.0,0,43.2,0,40.5,-74,Normal
2025-12-08 00:02:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,33,12,0,3,0,0,23.5,0,129.9,0,54.2,-95,Progressive_Wear
2025-12-08 00:03:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,0,5,376,0,0,0,20.7,23,66.8,0,44.6,-72,Normal
2025-12-08 00:05:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,0,0,0,0,0,5.0,0,94.2,54,42.5,-82,Normal
2025-12-08 00:06:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,90,14,0,0,0,0,43.5,0,163.8,0,79.8,-93,Heat_Wave
2025-12-08 00:08:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,3,3,0,0,0,0,18.3,0,60.1,38,41.2,-86,Normal
2025-12-08 00:09:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,4,6,0,0,0,0,17.3,0,63.2,55,30.5,-90,Normal
2025-12-08 00:11:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,5,0,0,0,0,11.4,0,52.2,0,27.2,-75,Normal
2025-12-08 00:12:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,7,0,0,0,0,18.2,0,46.1,0,31.8,-90,Normal
2025-12-08 00:14:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,7,0,0,0,0,11.2,0,74.0,0,28.4,-74,Normal
2025-12-08 00:15:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,2,8,237,0,0,0,13.3,30,61.1,0,26.1,-81,Normal
2025-12-08 00:17:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,1,6,0,0,0,0,22.9,0,83.0,0,32.4,-95,Normal
2025-12-08 00:18:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,87,22,0,6,0,0,31.7,0,157.5,0,69.4,-94,Heat_Wave
2025-12-08 00:20:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,3,9,0,0,0,0,11.3,0,71.0,0,40.0,-76,Normal
2025-12-08 00:21:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,8,0,0,-61,17,22.9,0,76.0,0,38.0,-78,Normal
2025-12-08 00:23:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,4,2,0,0,-59,12,14.7,0,41.8,0,38.8,-71,Normal
2025-12-08 00:24:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,1,3,0,0,-73,10,7.8,0,37.8,0,27.1,-78,Normal
2025-12-08 00:26:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,3,0,0,0,0,13.3,0,39.0,0,25.3,-81,Normal
2025-12-08 00:27:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,4,0,0,0,-57,14,12.6,0,26.7,0,39.2,-71,Normal
2025-12-08 00:29:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,4,8,0,0,0,0,20.0,0,62.8,0,29.7,-78,Normal
2025-12-08 00:30:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,1,54,0,0,0,0,60.4,0,159.6,30,32.2,-53,RF_Interference
2025-12-08 00:32:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,0,0,0,0,0,16.8,0,68.2,0,23.2,-83,Normal
2025-12-08 00:33:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,2,0,0,0,0,0,11.5,0,53.0,0,23.4,-83,Normal
2025-12-08 00:35:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,87,25,0,5,0,0,29.1,0,139.5,0,72.6,-93,Heat_Wave
2025-12-08 00:36:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,34,20,0,1,0,0,20.9,0,85.2,0,55.2,-71,Progressive_Wear
2025-12-08 00:38:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,6,0,0,0,0,24.0,0,59.9,0,23.8,-77,Normal
2025-12-08 00:39:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,74,23,0,3,0,0,39.6,0,166.3,0,68.4,-71,Heat_Wave
2025-12-08 00:41:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,2,9,0,0,0,0,12.9,0,69.3,0,43.2,-83,Normal
2025-12-08 00:42:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,1,6,0,0,0,0,22.0,0,67.0,0,40.8,-86,Normal
2025-12-08 00:44:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,48,18,0,8,0,0,17.1,0,123.3,0,76.3,-84,Heat_Wave
2025-12-08 00:45:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,0,244,0,0,0,0,131.6,0,238.7,0,40.6,-75,DDoS_Attack
2025-12-08 00:47:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,70,25,475,0,0,0,29.5,23,147.3,0,84.3,-71,Heat_Wave
2025-12-08 00:48:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,4,0,0,0,0,0,9.9,0,70.5,59,41.3,-81,Normal
2025-12-08 00:50:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,1,0,0,0,0,12.1,0,41.5,0,20.7,-89,Normal
2025-12-08 00:51:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,30,0,0,0,0,28.0,0,166.0,0,37.5,-59,RF_Interference
2025-12-08 00:53:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,7,0,0,-50,31,5.3,0,40.4,0,26.0,-81,Normal
2025-12-08 00:54:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,2,4,0,0,-64,15,13.5,0,71.5,0,27.7,-79,Normal
2025-12-08 00:56:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,1,2,0,0,0,0,8.9,0,31.6,0,31.3,-72,Normal
2025-12-08 00:57:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,26,19,0,0,0,0,41.7,0,161.3,73,60.4,-87,Progressive_Wear
2025-12-08 00:59:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,0,2,0,0,0,0,11.0,0,76.4,28,22.5,-90,Normal
2025-12-08 01:00:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,9,0,0,0,0,22.4,0,60.7,0,21.4,-75,Normal
2025-12-08 01:02:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,3,0,0,0,0,10.0,0,76.7,0,27.1,-94,Normal
2025-12-08 01:03:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,0,194,0,0,0,0,86.8,0,335.8,0,30.0,-94,DDoS_Attack
2025-12-08 01:05:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,34,17,0,2,0,0,35.7,0,104.8,0,51.8,-71,Progressive_Wear
2025-12-08 01:06:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,5,0,0,-56,38,24.2,0,38.1,0,34.7,-94,Normal
2025-12-08 01:08:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,3,1,0,0,0,0,16.0,0,37.4,0,25.3,-90,Normal
2025-12-08 01:09:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,2,0,0,-66,10,19.1,0,56.8,0,34.8,-73,Normal
2025-12-08 01:11:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,3,5,0,0,0,0,23.7,0,57.4,0,26.6,-70,Normal
2025-12-08 01:12:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,1,1,0,0,0,0,8.3,0,59.5,56,23.7,-94,Normal
2025-12-08 01:14:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,4,0,0,0,0,15.0,0,57.1,0,31.7,-87,Normal
2025-12-08 01:15:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,3,6,0,0,0,0,6.8,0,81.1,0,42.2,-95,Normal
2025-12-08 01:17:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,68,0,0,0,0,70.5,0,132.7,0,34.7,-57,RF_Interference
2025-12-08 01:18:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,5,0,0,0,0,21.3,0,103.8,50,42.9,-75,Normal
2025-12-08 01:20:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,0,1,0,0,0,0,18.9,0,46.8,0,28.0,-82,Normal
2025-12-08 01:21:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,2,147,0,0,-72,13,136.0,0,295.2,0,33.8,-85,DDoS_Attack
2025-12-08 01:23:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,2,1,0,0,0,0,17.5,0,58.6,0,33.6,-84,Normal
2025-12-08 01:24:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,72,28,0,0,-47,34,35.9,0,80.0,0,69.1,-81,Heat_Wave
2025-12-08 01:26:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,0,5,0,0,0,0,13.2,0,40.1,0,26.0,-78,Normal
2025-12-08 01:27:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,71,0,0,0,0,73.4,0,187.2,0,31.5,-50,RF_Interference
2025-12-08 01:29:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,182,0,0,-69,14,134.7,0,349.2,0,44.5,-83,DDoS_Attack
2025-12-08 01:30:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,4,3,0,0,0,0,15.2,0,76.8,0,39.3,-70,Normal
2025-12-08 01:32:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,86,21,0,4,0,0,31.2,0,100.1,0,81.7,-81,Heat_Wave
2025-12-08 01:33:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,98,26,0,0,0,0,22.2,0,126.7,91,72.5,-73,Heat_Wave
2025-12-08 01:35:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,4,3,0,0,0,0,20.8,0,69.5,0,31.8,-74,Normal
2025-12-08 01:36:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,2,5,251,0,0,0,7.0,24,24.4,0,20.9,-81,Normal
2025-12-08 01:38:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,0,4,335,0,0,0,17.5,22,67.8,0,36.4,-85,Normal
2025-12-08 01:39:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,9,0,0,0,0,19.4,0,75.3,0,36.9,-75,Normal
2025-12-08 01:41:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,1,6,0,0,0,0,24.9,0,77.2,0,35.4,-86,Normal
2025-12-08 01:42:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,42,7,0,0,-53,37,29.0,0,76.2,0,61.4,-90,Progressive_Wear
2025-12-08 01:44:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,63,8,0,7,0,0,32.0,0,145.3,0,70.9,-82,Heat_Wave
2025-12-08 01:45:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,1,6,454,0,0,0,7.9,24,62.2,0,35.2,-77,Normal
2025-12-08 01:47:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,4,9,0,0,-58,16,8.2,0,50.6,0,20.2,-74,Normal
2025-12-08 01:48:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,43,18,0,4,0,0,26.0,0,96.1,0,54.5,-86,Progressive_Wear
2025-12-08 01:50:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,1,2,0,0,-66,10,5.4,0,72.5,0,29.5,-73,Normal
2025-12-08 01:51:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,3,7,0,0,-46,48,17.1,0,58.3,0,34.1,-94,Normal
2025-12-08 01:53:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,87,10,0,4,0,0,22.5,0,136.8,0,69.6,-76,Heat_Wave
2025-12-08 01:54:56,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,3,9,0,0,0,0,5.8,0,70.2,0,41.0,-75,Normal
2025-12-08 01:56:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,0,2,0,0,0,0,13.3,0,38.6,0,38.3,-72,Normal
2025-12-08 01:57:56,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,2,9,0,0,0,0,10.1,0,74.5,0,44.3,-90,Normal
2025-12-08 01:59:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,40,21,0,0,-45,36,22.3,0,116.4,0,54.4,-81,Progressive_Wear
2025-12-08 02:00:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,4,78,485,0,0,0,46.1,18,156.7,0,38.1,-54,RF_Interference
2025-12-08 02:02:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,1,3,0,0,-45,30,12.4,0,66.7,0,38.7,-75,Normal
2025-12-08 02:03:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,9,0,0,-55,33,6.3,0,72.6,0,42.1,-88,Normal
2025-12-08 02:05:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,0,9,0,0,0,0,24.9,0,39.5,0,30.2,-86,Normal
2025-12-08 02:06:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,2,63,476,0,0,0,70.1,23,180.6,0,23.4,-52,RF_Interference
2025-12-08 02:08:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,4,0,0,0,0,0,9.3,0,51.4,0,30.2,-84,Normal
2025-12-08 02:09:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,3,57,383,0,0,0,52.7,13,201.2,0,22.5,-64,RF_Interference
2025-12-08 02:11:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,5,0,0,0,0,6.0,0,43.0,0,36.6,-95,Normal
2025-12-08 02:12:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,88,18,500,0,0,0,39.4,17,102.6,0,69.1,-89,Heat_Wave
2025-12-08 02:14:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,63,29,266,0,0,0,22.5,15,72.2,0,76.9,-78,Heat_Wave
2025-12-08 02:15:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,2,0,0,0,0,5.3,0,38.5,0,20.4,-85,Normal
2025-12-08 02:17:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,90,16,385,0,0,0,32.8,24,116.8,0,75.5,-79,Heat_Wave
2025-12-08 02:18:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,4,5,0,0,0,0,17.9,0,45.8,50,39.6,-81,Normal
2025-12-08 02:20:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,9,0,0,0,0,23.0,0,50.8,0,37.2,-93,Normal
2025-12-08 02:21:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,3,5,366,0,0,0,24.9,26,50.2,0,26.9,-83,Normal
2025-12-08 02:23:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,3,8,0,0,0,0,22.6,0,74.3,33,22.5,-75,Normal
2025-12-08 02:24:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,4,0,0,-52,30,6.9,0,49.1,0,25.7,-82,Normal
2025-12-08 02:26:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,3,4,0,0,0,0,21.6,0,36.4,0,43.8,-93,Normal
2025-12-08 02:27:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,50,6,0,7,0,0,24.9,0,74.7,0,72.5,-78,Heat_Wave
2025-12-08 02:29:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,2,75,0,0,0,0,80.9,0,155.7,0,43.5,-64,RF_Interference
2025-12-08 02:30:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,2,8,0,0,0,0,21.9,0,64.1,37,23.9,-84,Normal
2025-12-08 02:32:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,2,7,0,0,0,0,17.3,0,73.5,21,30.7,-76,Normal
